indx,tag,speaker,line,label,desc,bin_label
617,TRAIN_1_617,Johnny," Yeah, and my horoscope says, why don't you go in and help your mother! ",SARCASTIC, Johnny did not read his horoscope. He mocking Alexis while also trying to get her to help her mother,1
618,TRAIN_0_618,Johnny," And don't let her out of your sight, okay? We don't want her detonating in public!",,,0
619,TRAIN_0_619,Alexis," I know! Though it is kind of fun to watch, though.",,,0
620,TRAIN_0_620,Johnny, Not when you're the one she's trying to back over with a car. What's that?,,,0
621,TRAIN_0_621,David, Eye cream.,,,0
622,TRAIN_0_622,Johnny, From where?,,,0
623,TRAIN_0_623,David, From Paris. ,,,0
624,TRAIN_0_624,Johnny, How did you pay for it?,,,0
625,TRAIN_0_625,David," Oh, one of my credit cards is still working.",,,0
626,TRAIN_0_626,Johnny," Oh, you're charging things to your credit card?! I see, and how are you gonna pay for it?",,,0
627,TRAIN_0_627,David," I don't think you understand, I already have it.",,,0
628,TRAIN_0_628,Johnny," Well, I know this is a bizarre concept for you, David, but if you want cream from Paris, you need a job, so you can pay for the cream from Paris! ",,,0
629,TRAIN_1_629,David," Okay well, tell that to the bags under my eyes, then. ",SARCASTIC, David doesn’t want Johnny to talk to the bags under his eyes. He is saying that he needs the cream to fix the bags under his eyes,1
630,TRAIN_0_630,Johnny," And right after you tell your next joke, I want you to go down to the front desk, and ask what's-her-name...",,,0
631,TRAIN_0_631,David, Stevie.,,,0
632,TRAIN_0_632,Johnny," Where you can get a job around here! All right? I'm in the middle getting rid of an x-rated sign, before it scares off the few buyers we might actually have!",,,0
633,TRAIN_1_633,David," Okay, I'll get on that. ",SARCASTIC, David is not planning to get a job,1
634,TRAIN_0_634,Johnny," You want the smooth under eyes of a 16-year-old, get a job!",,,0
635,TRAIN_0_635,Alexis," You just need to relax, because it's not like your boyfriend left you for a Scandinavian flight attendant! What kind of name is Kika anyway? I'm the one that should be in the closet right now, not you.",,,0
636,TRAIN_0_636,Moira, Help me out. Help me!,,,0
637,TRAIN_0_637,Alexis, Okay!,,,0
638,TRAIN_0_638,Moira," Oh, shhh! My foot's fallen asleep. Hey, shall we see what they're saying about you and Stavros?",,,0
639,TRAIN_0_639,Alexis, No! ,,,0
640,TRAIN_0_640,Moira, It's not my idea!,,,0
641,TRAIN_0_641,Moira, You were a couple of doe eyed lovers aboard a trans-Atlantic airship filled with gas!,,,0
642,TRAIN_0_642,Alexis," You know what I think we should do? I think we should go get something to eat, because when you're eating you can't be talking to me, okay?",,,0
643,TRAIN_0_643,Moira, You know what I think?,,,0
644,TRAIN_0_644,Alexis, What? ,,,0
645,TRAIN_0_645,Moira, You date pigs.,,,0
646,TRAIN_0_646,Alexis," Okay, I just remembered that being a mother is not your strong suit. ",,,0
647,TRAIN_0_647,Moira," Oh darling, I'm only telling you because it's true! ",,,0
648,TRAIN_1_648,Alexis, And because you gobbled down a hundred thousand anti-depressants this morning. ,SARCASTIC," Moira had a few anti-depressants, but she did not have 100. Alexis is exaggerating",1
649,TRAIN_0_649,Moira, I was hungry! But I could still eat.,,,0
650,TRAIN_0_650,David," Hi, um... question. If one were to theoretically look for a job here in Schitt's Creek, where would you... suggest that that person go to look? Is there, like, a bulletin board or a pamphlet, or something with information on it?",,,0
651,TRAIN_0_651,Stevie," No, no bulletin board... What kind of job are you looking for? ",,,0
652,TRAIN_0_652,David," Um, something in like, art curating, or trend forecasting.",,,0
653,TRAIN_1_653,Stevie," Oh, okay... um, hmmm, let's see. Not seeing anything in art curating, or trend forecasting, that's weird. ",SARCASTIC, Those are very specific jobs that have no demand in Schitt’s Creek,1
654,TRAIN_0_654,David, Okay.,,,0
655,TRAIN_0_655,Stevie," Um, do you have any other skills or areas of expertise?",,,0
656,TRAIN_0_656,David, I've been told I have really good taste.,,,0
657,TRAIN_1_657,Stevie," Oh, well, that's good. ",SARCASTIC, Stevie is saying that is not helpful information,1
658,TRAIN_0_658,"Um, let's see... Oh! Bag boy at the grocery store.",,,,0
659,TRAIN_0_659,David, I don't know what that is.,,,0
660,TRAIN_0_660,Stevie," You put groceries in bags, so that people can carry their groceries out of the grocery store. ",,,0
661,TRAIN_0_661,David," Okay, and how much do you think that would pay?",,,0
662,TRAIN_0_662,Stevie," Mmm, I'm gonna say minimum wage.",,,0
663,TRAIN_0_663,David," Which is what, forty, forty-five something an hour?",,,0
664,TRAIN_1_664,Stevie," Mmm-hmm, exactly. ",SARCASTIC, Minimum wage is maybe $10,1
665,TRAIN_0_665,David," Okay. Okay! Um, well, something to think about. For sure, thank you.",,,0
666,TRAIN_0_666,Stevie, You're welcome.,,,0
667,TRAIN_0_667,Moira," I would like two apple fritters, sliver of pecan pie, large fries with gravy and bacon!",,,0
668,TRAIN_0_668,Alexis," Okay, so, she will have scrambled egg whites and some steamed spinach, please, thank you. ",,,0
669,TRAIN_0_669,Moira," And some pecan pie! Onion rings, and ice cream! ",,,0
670,TRAIN_0_670,Alexis," Actually, none of that, and I will have a tea, thank you. Okay.",,,0
671,TRAIN_0_671,Twyla," Um, Mrs. Rose, are you okay? You seem a bit... ",,,0
672,TRAIN_0_672,Alexis," Mm-hmm, she's fine. ",,,0
673,TRAIN_0_673,Moira, I'm fine.,,,0
674,TRAIN_0_674,Alexis," Um... Hey! Stay here, okay? Don't move!",,,0
675,TRAIN_0_675,Moira," Oh wow, I'm really bored.",,,0
676,TRAIN_0_676,Alexis," Hey! Hey! Hey you! Hey! Hey, so I just wanted to be clear about what happened the other night. The reason that I let you kiss me. ",,,0
677,TRAIN_0_677,Mutt," Um, you kissed me.",,,0
678,TRAIN_0_678,Alexis," Yeah, no, I can see how that would be confusing, but I just wanted to let you know that that was just me going through some stuff. ",,,0
679,TRAIN_0_679,Mutt, Cool.,,,0
680,TRAIN_0_680,Alexis," Um, hey! So, why do they give you table scraps? Are you, like, a poor person, or?",,,0
681,TRAIN_0_681,Mutt," Uh, no, but thanks for asking. No, I use it to compost.  You know, that way nothing gets thrown out. Composting?",,,0
682,TRAIN_0_682,Alexis," Yeah, no, I... I know composting. Um, Gwyneth Paltrow does a compost gift exchange.",,,0
683,TRAIN_0_683,Mutt, I'm gonna go. ,,,0
684,TRAIN_0_684,Alexis," Okay, great, I'm glad that we could clear this up. ",,,0
685,TRAIN_0_685,Bob, Speak of the devil.,,,0
686,TRAIN_0_686,Johnny, Good morning. Ray! Hi.,,,0
687,TRAIN_0_687,Ray, Hi.,,,0
688,TRAIN_0_688,Johnny, I... I just stopped by to make an appointment to see the town council.,,,0
689,TRAIN_0_689,Bob," You're looking at us. I'm Bob, that's Ronnie, you know Ray.",,,0
690,TRAIN_0_690,Johnny," Yes, yes, Ray. Spent a wonderful morning with Ray. Well, I can see you've got a million things on your plate, so I'll get to the point, it's about the town sign. ",,,0
691,TRAIN_0_691,Ray, I told you he wouldn't let this go!,,,0
692,TRAIN_0_692,Bob, The sign tells people what to expect when they're in town. Do you have a problem with that message?,,,0
693,TRAIN_0_693,Johnny," A major problem, Bob. Yeah, you see, it's the first thing you see when you drive in, and as the owner of the town, I'd like to convey a better, cleaner image.",,,0
694,TRAIN_0_694,Bob," There's a lot of history in that sign, Johnny. Schitt history.",,,0
695,TRAIN_0_695,Ronnie," That's all we need, some outsider coming in here and changing everything. If it ain't broke, don't fix it!",,,0
696,TRAIN_0_696,Jocelyn," Hello, Moira!",,,0
697,TRAIN_0_697,Moira,  Hi!,,,0
698,TRAIN_0_698,Jocelyn, How are you?,,,0
699,TRAIN_1_699,Moira," I'm eating egg whites, and hoping the building will collapse. ",SARCASTIC," Moira is being dramatic, saying she wants to die. She does not want to die",1
700,TRAIN_0_700,Jocelyn," Anyways, I have a giant favour. My class is putting on a play for the younger grades, and I just... thought that you'd be perfect, you know, to help coach the kids. Because they'd be thrilled to have someone like you, an actual star... teach them?",,,0
701,TRAIN_0_701,Moira," That must have taken such courage to ask me that. But in show business boldness is rewarded, so my answer is yes. Yes, yes!",,,0
702,TRAIN_0_702,Jocelyn, That is such good news!,,,0
703,TRAIN_0_703,Moira," , I know!",,,0
704,TRAIN_0_704,Johnny," So, how'd it go?",,,0
705,TRAIN_0_705,David," I met with a woman at a very sad grocery store, and I have a quote unquote interview to be a bag boy.",,,0
706,TRAIN_0_706,Johnny," Hey, that's great!",,,0
707,TRAIN_0_707,David, That's all that I'm apparently qualified to be.,,,0
708,TRAIN_0_708,Johnny, When's the interview?,,,0
709,TRAIN_0_709,David, This afternoon.,,,0
710,TRAIN_0_710,Johnny," Well, the interview's where you make your first good impression, so, it's gotta count.",,,0
711,TRAIN_0_711,David," I'm interviewing to be a bag boy, not a personal injury lawyer.",,,0
712,TRAIN_0_712,Johnny," David, I've had enough people hire enough people in my day to know exactly what they're looking for in an interview, so, let's go! Let's get up. ",,,0
713,TRAIN_0_713,David, For what?,,,0
714,TRAIN_0_714,Johnny," Come in! Ah, David Rose. You're applying for the bag boy position.",,,0
715,TRAIN_0_715,David, Yeah.,,,0
716,TRAIN_0_716,Johnny," Tell me David, why do you want this job? ",,,0
717,TRAIN_0_717,David,  I don't want this job.,,,0
718,TRAIN_0_718,Johnny," Well, thank you very much, and don't expect a phone call! ",,,0
719,TRAIN_0_719,David, Okay.,,,0
720,TRAIN_0_720,Johnny," All right, do it right! Or let's not do it. Now, we're gonna start again.",,,0
721,TRAIN_0_721,David, Okay.,,,0
722,TRAIN_0_722,Johnny," Tell me, David, why do you want this job?",,,0
723,TRAIN_0_723,David, I ran out of eye cream.,,,0
724,TRAIN_0_724,Johnny," Okay, you're not gonna get this job. You're not gonna get this job! You know why? Your attitude sucks!",,,0
725,TRAIN_0_725,David, Okay...,,,0
726,TRAIN_0_726,Johnny," And look at how you're dressed! What is this?! Colostomy bag pants! I'm the manager of a family run grocery store. I'm not gonna hire you! You're not gonna get the job, you're the last person... ",,,0
727,TRAIN_0_727,David, Okay!,,,0
728,TRAIN_0_728,Johnny, Where's your mother?,,,0
729,TRAIN_0_729,Alexis, Whew!,,,0
730,TRAIN_0_730,Johnny, Where's your mother?,,,0
731,TRAIN_0_731,Alexis, What?,,,0
732,TRAIN_0_732,Johnny, Aaaaaah!,,,0
733,TRAIN_0_733,Alexis, Aaah? What?!,,,0
734,TRAIN_0_734,Johnny, Where's your mother?!,,,0
735,TRAIN_0_735,Alexis, She's with Jocelyn.,,,0
736,TRAIN_0_736,Johnny, With Jocelyn?,,,0
737,TRAIN_0_737,Alexis," She's fine! And I'm fine too, if anybody cares. ",,,0
738,TRAIN_0_738,Johnny, I told you to watch her!,,,0
739,TRAIN_0_739,Alexis, I did watch her! I watched her talk to Jocelyn.  ,,,0
740,TRAIN_0_740,Moira," Okay, how many of you beautiful young things have a background in the theater? Raise your swords! I see, a class grounded in realism, nice work. Because that is where we find our deepest well.  May I be up front?",,,0
741,TRAIN_0_741,Jocelyn, Yes.,,,0
742,TRAIN_0_742,Moira," We're not here to play, or to have fun! You will work until it hurts!",,,0
743,TRAIN_0_743,Roland," Hey, come here a second!",,,0
744,TRAIN_0_744,Johnny," Hey, just the man I wanna see!",,,0
745,TRAIN_0_745,Roland," So word on the street is that you're all freaked out about the town sign, is that right? ",,,0
746,TRAIN_0_746,Johnny," No, no, I'm not freaked out about the town sign, I just... ",,,0
747,TRAIN_0_747,Roland," And that you have some sort of problem with my family... Or something, is that it?! ",,,0
748,TRAIN_0_748,Johnny," No, no, no, this is not about your family.",,,0
749,TRAIN_0_749,Roland," Oh, it's not?",,,0
750,TRAIN_0_750,Johnny, It's not about your family. ,,,0
751,TRAIN_0_751,Roland," Oh, really? Okay, interesting. ",,,0
752,TRAIN_0_752,Johnny," No, no, no.",,,0
753,TRAIN_0_753,Roland," In the car, come on! In, let's go! ",,,0
754,TRAIN_0_754,Kid1," Come on, Kaylee, try this.  It's cool. ",,,0
755,TRAIN_0_755,Kid2," I can be cool without drugs, Mark! ",,,0
756,TRAIN_0_756,Moira," Okay, stop! No one speak. Not a word! It's not your fault, the script is garbage! Okay, which one of you wrote this?",,,0
757,TRAIN_0_757,Jocelyn, I did.,,,0
758,TRAIN_0_758,Moira," Jocelyn, have you ever been addicted to drugs? ",,,0
759,TRAIN_0_759,Jocelyn, No! ,,,0
760,TRAIN_0_760,Moira," Then write what you know, okay? The quiet suffering of a woman trapped in a relationship with a simpleton. ",,,0
761,TRAIN_0_761,Jocelyn," That's not what I know Moira, and drug awareness is part of the curriculum, so. ",,,0
762,TRAIN_0_762,Moira, I'm gonna work with these two. What is it that you want?,,,0
763,TRAIN_0_763,Kid1, To go home.,,,0
764,TRAIN_0_764,Moira, Is that where you keep the stash? You want the marijuana?,,,0
765,TRAIN_0_765,Kid2, Yes?,,,0
766,TRAIN_0_766,Moira," No, you want to be seen, and heard, and loved! Now, what is it you need? It's different, be careful, what is it you need? What is it you need?",,,0
767,TRAIN_0_767,Alexis," Okay. Ahem! Hey! Um, were you working out or something? Or... ",,,0
768,TRAIN_0_768,Mutt," Ah, sort of.",,,0
769,TRAIN_0_769,Alexis," Okay, well, I'm sorry for interrupting. Um, I just I happened to be in the area, so... ",,,0
770,TRAIN_0_770,Twyla, Mutt? ,,,0
771,TRAIN_0_771,Mutt, Um... just...,,,0
772,TRAIN_0_772,Twyla, Alexis!,,,0
773,TRAIN_0_773,Alexis, Twyla! I didn't know you two were uh... ,,,0
774,TRAIN_0_774,Twyla, Did you wanna come in? I was just about to make some tea.,,,0
775,TRAIN_0_775,Alexis," Mmm, no, I'm good. Uh, I should be getting back to my mom, who's not well, yeah, so, I'm gonna go.",,,0
776,TRAIN_0_776,Mutt, Okay.,,,0
777,TRAIN_0_777,Twyla, Oh.,,,0
778,TRAIN_0_778,Alexis, You guys have fun!,,,0
779,TRAIN_0_779,Twyla, Thanks!,,,0
780,TRAIN_0_780,Alexis, Bye! Blaaaaah!,,,0
781,TRAIN_0_781,Roland," That is my great grandfather up there, Horace Schitt. He was a visionary, Johnny! He discovered this land, he developed it, and he turned it into the little slice of heaven that it is. And I'm proud of him! You understand that?",,,0
782,TRAIN_0_782,Johnny," Roland, you've got this all wrong.",,,0
783,TRAIN_0_783,Roland, Why do you hate me?,,,0
784,TRAIN_0_784,Johnny, I don't hate you! I don't hate you!,,,0
785,TRAIN_0_785,Roland," Well then, why do you have a problem with a sign that celebrates my family?",,,0
786,TRAIN_0_786,Johnny," It's not, it's just the way they're celebrating, that's all!",,,0
787,TRAIN_0_787,Roland," Okay, so now you hate my family. ",,,0
788,TRAIN_0_788,Johnny, I don't hate your family!,,,0
789,TRAIN_0_789,Roland," Well then, what is your big fat problem with the sign?!",,,0
790,TRAIN_0_790,Johnny, It looks like your great grandfather's  your great grandmother right up the ass!,,,0
791,TRAIN_0_791,Roland, Oh my go... that is so demented!,,,0
792,TRAIN_0_792,Johnny, You can't tell me you don't see that!,,,0
793,TRAIN_0_793,Roland," Well, you know, now that you put that creepy thought in my head, sure, I... I see it, but you got it all wrong, pal! Let me enlighten you, Mr. Johnny Rose! That isn't even Horace's wife! That's his sister.",,,0
794,TRAIN_0_794,Johnny," Well, how does that make it any better?",,,0
795,TRAIN_0_795,Roland," Ohhh! Well, I don't know how they do things where you come from, but around these parts, we don't do that sort of thing with our sisters! ",,,0
796,TRAIN_0_796,Johnny," Roland, how is anybody driving past this sign supposed to know the woman getting banged from behind is that man's sister?!",,,0
797,TRAIN_0_797,Roland, Oh my.,,,0
798,TRAIN_0_798,Johnny," Oh my! Yes, oh my!",,,0
799,TRAIN_0_799,Roland," All right, Johnny, well I never really looked at it that way, but now I get it, okay, well, all right, I'll do something about it, I'll fix it, all right? And thank you, thank you for bringing that up to me.",,,0
800,TRAIN_0_800,Johnny, Good. Good!,,,0
801,TRAIN_0_801,Moira," Jocelyn, we're going off book!",,,0
802,TRAIN_0_802,Jocelyn," Well, actually, we're running out of time.",,,0
803,TRAIN_0_803,Moira," Forget the lines, forget the lines! Let's just be in character, shall we? Oh, could you be stiffer?! Just watch, please. Ahem! Start wherever.",,,0
804,TRAIN_0_804,Kid1, Um... Do you wanna smoke a joint?,,,0
805,TRAIN_0_805,Moira," Oh Mark, you are better than this. You can't let others define you.  Look at me! Never let the bastards get you down!",,,0
806,TRAIN_0_806,Jocelyn,  Can't say b*st*rd!,,,0
807,TRAIN_0_807,Kid1, Okay.,,,0
808,TRAIN_0_808,Moira," You must prepare for life, and whatever it will throw at you. The opportunities will diminish, and the ass will get bigger, oh, you can bet your bottom dollar it will! Especially yours. You're going to have a huge ass. And you, future baldy. Sorry, hairless, homeless! So what? Who cares? When they get mean, you tell them to go to hell! Because only you know who you are! And those cruel Internet people cannot take that away from you! You will forge on! And you will find some glimmer of something to hold on to. And only then will you find your way back. Only then will you become once again who you are! Lady standing!",,,0
809,TRAIN_0_809,Store Manager," Good, you're gettin' the hang of it.",,,0
810,TRAIN_1_810,David," Well, putting groceries in a bag is not as complicated as one might think. ",SARCASTIC, David is saying that the job is easy,1
811,TRAIN_0_811,Store manager, Watch the eggs. What did I say?,,,0
812,TRAIN_0_812,David, You said put them in a separate bag.,,,0
813,TRAIN_0_813,Store manager, Good. Quick learner.,,,0
814,TRAIN_0_814,Woman on P.A.," David Rose, line one.",,,0
815,TRAIN_0_815,David," Sorry, I just gotta... just one... thank you. Hello? ",,,0
816,TRAIN_0_816,Johnny," Hey, how's it going?",,,0
817,TRAIN_0_817,David," Yeah, I can't talk right now, so.",,,0
818,TRAIN_0_818,Johnny," Ah, they're working you hard, huh? ",,,0
819,TRAIN_0_819,David," Yeah, I can't talk, so I'm gonna hang up, bye. ",,,0
820,TRAIN_1_820,David," Sorry, sorry about that. Someone's on a health kick, huh? ",SARCASTIC, This requires visual information. The person is buying a bulk container of cheese puffs. David is indicating that the individually clearly is not concerned about their health based on what they are purchasing,1
821,TRAIN_0_821,Woman on P.A.," David Rose, line one.",,,0
822,TRAIN_0_822,David, I'm just gonna... scoot past. Yeah?,,,0
823,TRAIN_0_823,Johnny, You hung up.,,,0
824,TRAIN_0_824,David, Sorry. Okay. Where were we?,,,0
825,TRAIN_0_825,Woman on P.A.,"  David Rose, line one! ",,,0
826,TRAIN_0_826,David, Right. Take that off. Hand that to you. Now I'm gonna... I'm gonna go.,,,0
827,TRAIN_0_827,Johnny, This is worse. This is much worse!,,,0
828,TRAIN_0_828,David, You did this?,,,0
829,TRAIN_0_829,Johnny," No, I didn't do this, I tried to fix this! ",,,0
830,TRAIN_0_830,Moira," Well, it... it is what it is.",,,0
831,TRAIN_0_831,Alexis," Okay, it looks like...",,,0
832,TRAIN_0_832,Johnny," I know what it looks like, Alexis! I know!",,,0
833,TRAIN_0_833,TV infomercial," Oh, those unsightly rolls... Oh, that unattractive austere diet... Oh-ho-ho those stubborn thighs. Say goodbye to ugly fat! Say...",,,0
834,TRAIN_0_834,Johnny, David? Can you come here please?,,,0
835,TRAIN_0_835,TV infomercial, ...Exercise miracle you've ever seen!,,,0
836,TRAIN_0_836,Johnny," David, can you come in here please?!",,,0
837,TRAIN_0_837,David, What?,,,0
838,TRAIN_0_838,Johnny," Well, come in here and I'll tell you.",,,0
839,TRAIN_0_839,David," Well, why don't you just tell me from there?",,,0
840,TRAIN_0_840,Johnny, David...,,,0
841,TRAIN_0_841,David, You could've already told me.,,,0
842,TRAIN_0_842,Johnny, I want to speak face to face.,,,0
843,TRAIN_0_843,David, Motels this size we're basically always face to face.,,,0
844,TRAIN_0_844,Johnny, In the same room.,,,0
845,TRAIN_0_845,David, Why are you yelling? I'm right here.,,,0
846,TRAIN_0_846,Johnny, I want you to move your clothes.,,,0
847,TRAIN_0_847,David, I did.,,,0
848,TRAIN_0_848,Johnny, Out of my closet. You've got t-shirts on hangers. I've nowhere to hang my clothes. ,,,0
849,TRAIN_0_849,David," Well, put them over the t-shirts then. ",,,0
850,TRAIN_0_850,Johnny, Moira...,,,0
851,TRAIN_0_851,Moira, Alexis!,,,0
852,TRAIN_0_852,Johnny," No, no, it's David I want.",,,0
853,TRAIN_0_853,Moira, I need to speak with our daughter. ,,,0
854,TRAIN_0_854,Johnny, Good luck. ,,,0
855,TRAIN_0_855,Moira, Oh my God! Where did you hear that?! ,,,0
856,TRAIN_0_856,Alexis, Yeah? What is it?,,,0
857,TRAIN_0_857,Moira, I need you to fill this out please.,,,0
858,TRAIN_0_858,Alexis, Fill what out?,,,0
859,TRAIN_0_859,Moira," Your community service papers. As our only delinquent, I hope it's not asking too much.",,,0
860,TRAIN_0_860,Alexis, I still have to do that?,,,0
861,TRAIN_0_861,Johnny," Generally, that's how it works, honey. When you break the law, you've gotta serve your sentence. ",,,0
862,TRAIN_0_862,Alexis," Well, it was one DUI.",,,0
863,TRAIN_0_863,Moira," Please, before I lose my mind.",,,0
864,TRAIN_0_864,Alexis, I don't get it. It's all done.,,,0
865,TRAIN_0_865,Moira," No, there's still a little bit that needs to be filled in.",,,0
866,TRAIN_0_866,Alexis, Um... all that's missing is my middle name.,,,0
867,TRAIN_0_867,Moira, Then fill it in please.,,,0
868,TRAIN_0_868,Alexis, Do I have to do that?,,,0
869,TRAIN_0_869,Moira, Why must you be so constantly irksome?,,,0
870,TRAIN_0_870,Alexis, Do you not know my middle name?,,,0
871,TRAIN_0_871,Moira, Of course I do. I blessed you with it.,,,0
872,TRAIN_0_872,Alexis," Okay, so um... then what name should I put down then? ",,,0
873,TRAIN_0_873,Johnny," Alexis, do as your mother says, please. ",,,0
874,TRAIN_0_874,Alexis, Do you know my middle?,,,0
875,TRAIN_0_875,Johnny," If I said, ""Anna-""",,,0
876,TRAIN_0_876,Alexis, I can't believe this. ,,,0
877,TRAIN_0_877,Moira," Alexis... something rose. We have so many disasters bombarding us right now, my dear, the middle name of an ungrateful child is hardly a priority. ",,,0
878,TRAIN_0_878,David, Wait. Alexis has a middle name? Why is this the first time hearing of this? Do... do I have a middle name?,,,0
879,TRAIN_0_879,Johnny, Now you come into the room.,,,0
880,TRAIN_0_880,Moira," Have we failed them, John? I'm worried about our children. Are we terrible parents?",,,0
881,TRAIN_0_881,Johnny," Terrible parents?! We sent them to the best boarding schools, we hired the best nannies... We did everything right. I mean, they're not overly affectionate with us and, uh, there's a lot more disrespect than I'd like, but, uh, no, we're good parents. ",,,0
882,TRAIN_0_882,Moira, But who are they?,,,0
883,TRAIN_0_883,Johnny," Well, it might be nice to get to know them better, I suppose.",,,0
884,TRAIN_0_884,Moira," Wouldn't it, John? But who has time amidst all this chaos?",,,0
885,TRAIN_0_885,Johnny, Mm. I get it.,,,0
886,TRAIN_0_886,Ronnie, So what's your deal? You're pretty. What's that like?,,,0
887,TRAIN_0_887,Alexis, Um... it's good.,,,0
888,TRAIN_0_888,Ronnie," Yeah, lots of doors open up for pretty people.",,,0
889,TRAIN_0_889,Alexis," Mm-hmm, clearly, as I register for community service.",,,0
890,TRAIN_0_890,Ronnie, So what'd you do?,,,0
891,TRAIN_0_891,Alexis," Um... I drove into the Prada Store on Rodeo Drive. In fairness, it did look a lot like, um, the entrance to a parking garage. ",,,0
892,TRAIN_0_892,Ronnie, Uh-huh.,,,0
893,TRAIN_0_893,Alexis, And I was high at the time.,,,0
894,TRAIN_0_894,Ronnie, Are you high right now? ,,,0
895,TRAIN_0_895,Alexis," No, I'm not.",,,0
896,TRAIN_0_896,Ronnie," Well, you might wanna be, 'cause this isn't exactly thrilling work. And you won't be gettin' any chit chat from your buddy.",,,0
897,TRAIN_0_897,Alexis, What buddy?,,,0
898,TRAIN_0_898,Ronnie," You're not the only druggy in town, Hun?",,,0
899,TRAIN_0_899,Mutt, Ronnie.,,,0
900,TRAIN_0_900,Ronnie, Mm. Here's your garbage stick. You use it to pick up garbage. And here...,,,0
901,TRAIN_0_901,Alexis," Oh no, I'm fine. Thank you, that's very sweet.",,,0
902,TRAIN_0_902,Ronnie," This isn't say yes to the dress, princess. Orange is the new orange.",,,0
903,TRAIN_0_903,Alexis, 'Kay.,,,0
904,TRAIN_1_904,David, Who needs 14 Grey suits? ,RHETORICAL, David is just incredulous that Johnny owns so many suits,1
905,TRAIN_0_905,David, What am I supposed to do with my dry clean onlys?!,,,0
906,TRAIN_0_906,Stevie, I'm still trying to figure out why you'd own more than one piece of clothing you can't put in a washing machine. ,,,0
907,TRAIN_0_907,David, You try putting a cashmere sweater in the washing machine. It'll bite your wrist.,,,0
908,TRAIN_0_908,Stevie, That's a problem I'd like to have. Are these all your clothes?,,,0
909,TRAIN_0_909,David, Yeah.,,,0
910,TRAIN_0_910,Stevie," What's this, then? ",,,0
911,TRAIN_0_911,David, That's a sweater.,,,0
912,TRAIN_1_912,Stevie, It's one chromosome away from a crocheted blanket. ,SARCASTIC, Stevie means it looks more like a blanket than a sweater,1
913,TRAIN_0_913,David, What?,,,0
914,TRAIN_0_914,Stevie," It's... just your clothes, they're all kind of funky.",,,0
915,TRAIN_0_915,David, Funky?,,,0
916,TRAIN_0_916,Stevie, Yeah. Funky.,,,0
917,TRAIN_0_917,David," Yeah, no, no, no. I'm just trying to figure out... What about this... What about this is funky? I'm just having a hard time understanding.",,,0
918,TRAIN_0_918,Stevie," It's just, you know, like funky. Different.",,,0
919,TRAIN_0_919,David," Yeah, funky is a neon t-shirt you buy at an airport gift shop, next to a bejeweled iPhone case. This... this... is luxury.",,,0
920,TRAIN_0_920,Stevie, There's a lot of stuff here. Have you ever considered selling some of this.,,,0
921,TRAIN_0_921,David, These are my things. I've hand-selected each of these things; they mean a lot to me. How much do you think I can get for this?,,,0
922,TRAIN_0_922,Alexis, So you got busted for selling drugs? Like hard drugs? Like... Did you wear a Hazmat suit and... work in a trailer?,,,0
923,TRAIN_0_923,Mutt," No. It was just weed and mushrooms, uppers. Mostly to truckers and my high school teachers.",,,0
924,TRAIN_0_924,Alexis," Mm-hmm. It's actually pretty clean around here, which is shocking considering the state of our motel room. Speaking of unfit homes, why do you live in a barn?",,,0
925,TRAIN_0_925,Mutt, What's wrong with living in a barn?,,,0
926,TRAIN_1_926,Alexis," Mm... nothing, if you're a goat. ",SARCASTIC," Alexis means that people should not live in barns, but farm animals should",1
927,TRAIN_0_927,Mutt," Well, it serves its purpose. ",,,0
928,TRAIN_1_928,Alexis, It seems to... With the ladies. ,SARCASTIC, Alexis means that Mutt uses the barn to seduce women,1
929,TRAIN_0_929,Alexis,That's just a joke. I'm sorry for walking in on you and Twyla the other day. ,,,0
930,TRAIN_0_930,Mutt," No, it's cool.",,,0
931,TRAIN_0_931,Alexis, So how long have you two been together- ,,,0
932,TRAIN_0_932,Mutt," So, listen, I gotta take off for a bit. I got this thing I gotta do. Can you cover for me? ",,,0
933,TRAIN_0_933,Alexis, Um... I mean...,,,0
934,TRAIN_0_934,Mutt, Cool.,,,0
935,TRAIN_0_935,Alexis, Yeah.,,,0
936,TRAIN_0_936,Mutt, Thanks. Sorry.,,,0
937,TRAIN_0_937,Alexis, Excuse me! What am I supposed to keep doing here?,,,0
938,TRAIN_0_938,David," I feel like we should break these into categories. Um... fit, fabric, and nationality.",,,0
939,TRAIN_0_939,Stevie, Or we could do this.,,,0
940,TRAIN_0_940,David, I... um...,,,0
941,TRAIN_0_941,Stevie, Keep or sell?,,,0
942,TRAIN_0_942,David," Well, those are-",,,0
943,TRAIN_0_943,Stevie, Keep or sell.,,,0
944,TRAIN_0_944,David, Uh...,,,0
945,TRAIN_0_945,Stevie, Just keep or sell.,,,0
946,TRAIN_0_946,David, Sell. Sell them. I got these at a showroom in Paris.,,,0
947,TRAIN_0_947,Stevie, I got these on clearance rack at Target.,,,0
948,TRAIN_0_948,David,$850.00 ,,,0
949,TRAIN_0_949,Stevie, 850 what?,,,0
950,TRAIN_0_950,David, Eight hundred-,,,0
951,TRAIN_0_951,Stevie, Dollars?!,,,0
952,TRAIN_0_952,David, $850 dollars. ,,,0
953,TRAIN_0_953,Stevie, $850 dollars?,,,0
